UserID,UserNo,Started,Ended,Q1,Q2,UK,Q3.1. 0 - 7 years old,Q3.2. 8 - 14 years old,Q3.3. 15 - 19 years old,Q3.4. 20 +,Q4,Q5,Q6
140463113,158,09/05/2020 15:58,09/05/2020 16:00,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,pr25,1,-,100,60,-,Once or twice a week,always questioning things,Yes
140464586,159,09/05/2020 16:42,09/05/2020 16:45,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,México,,-,-,-,30,Every day,To try yo explain.,Yes
140469917,160,09/05/2020 20:58,09/05/2020 21:00,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Germany,,-,-,-,2,Once or twice a week,investigating,Yes
140470896,161,09/05/2020 22:07,09/05/2020 22:11,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,OX4,1,-,-,-,2,Once or twice a week,development.,Yes
140470930,162,09/05/2020 22:09,09/05/2020 22:15,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,OX10,1,-,2,-,2,Once or twice a week,Research,Yes
140476945,164,10/05/2020 09:59,10/05/2020 10:04,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Namibia,,-,20,-,-,Every day,"Curiosity, wonder, excitement",Yes
140480057,165,10/05/2020 11:54,10/05/2020 12:00,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Germany,,-,-,-,2,Every day,more,Yes
140483403,166,10/05/2020 13:47,10/05/2020 13:52,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,-,,-,-,-,3,Once or twice a week,fun,Yes
140487577,167,10/05/2020 16:16,10/05/2020 16:18,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,-,-,-,2,Once or twice a week,Exploring,Yes
140487572,168,10/05/2020 16:16,10/05/2020 16:21,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,France,,-,-,1,2,Every day,"Thinking
 collaboration",Yes
140490099,169,10/05/2020 17:54,10/05/2020 17:57,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Sweden,,3,3,-,6,Every day,freedom,Yes
140492859,170,10/05/2020 19:19,10/05/2020 19:20,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,-,,-,-,15,-,Every day,Innovative,Yes
140498772,171,10/05/2020 20:07,10/05/2020 20:10,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,OX14 5FR,1,-,-,-,2,Every day,challenge,Yes
140529992,172,10/05/2020 20:45,10/05/2020 20:46,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Sweden,,0,0,0,5,Every day,to never stop asking questions,Yes
140581016,174,10/05/2020 22:50,10/05/2020 22:52,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,-,120,60,-,Once or twice a week,Thinking,Yes
140582507,175,10/05/2020 22:57,10/05/2020 22:58,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,2,2,-,1,Once or twice a week,Progress,Yes
140573615,176,10/05/2020 22:16,10/05/2020 23:01,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,-,20,-,-,Every day,Curiosity,Yes
140587600,177,10/05/2020 23:25,10/05/2020 23:27,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,-,5,-,-,Every day,Getting excited at the fact that most questions get answered with even more questions,Yes
140592611,178,11/05/2020 00:03,11/05/2020 00:04,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Australia,,-,-,15,-,Every day,discovering!,Yes
140592498,179,11/05/2020 00:02,11/05/2020 00:17,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Australia,,-,-,-,2,Every day,-,-
140599726,180,11/05/2020 02:41,11/05/2020 02:43,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Australia,,-,1,1,3,Once or twice a week,"knowledge, excitement, learning, fascination, discovery",Yes
140610334,182,11/05/2020 07:36,11/05/2020 07:39,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,UAE,,-,30,30,-,Once or twice a week,investigating,Yes
140611632,183,11/05/2020 07:46,11/05/2020 07:48,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,France,,2,-,-,2,Once or twice a week,-,Yes
140614915,184,11/05/2020 08:07,11/05/2020 08:08,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,NE40 3HH,1,-,-,-,2,-,-,-
140636788,186,11/05/2020 09:12,11/05/2020 09:13,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,-,12,12,-,Every day,looking at why things happen,Yes
140640513,187,11/05/2020 09:21,11/05/2020 09:22,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,-,1,1,-,Once or twice a week,being curious,Yes
140645092,188,11/05/2020 09:32,11/05/2020 09:34,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,3,15,20,-,Once or twice a week,Fun,Yes
140654530,189,11/05/2020 09:56,11/05/2020 09:58,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,-,2,1,2,Once or twice a week,being curious,Yes
140663149,190,11/05/2020 10:19,11/05/2020 10:21,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,-,48,24,-,Once or twice a week,Innovation,Yes
140670218,191,11/05/2020 10:34,11/05/2020 10:36,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,-,20,-,-,Every day,Creativity,Yes
140671240,192,11/05/2020 10:36,11/05/2020 10:41,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,-,21,25,-,Every day,curiousity,Yes
140679729,193,11/05/2020 10:53,11/05/2020 10:55,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,4,30,-,700,Every day,finding solutions to wicked problems in collaboration with others.,Yes
140680313,194,11/05/2020 10:54,11/05/2020 10:55,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,-,-,24,-,Once or twice a month,discovery,Yes
140691830,195,11/05/2020 11:25,11/05/2020 11:26,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,OX11,1,1,3,-,2,Every day,-,Yes
140695824,196,10/05/2020 17:50,11/05/2020 11:39,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Sweden,,-,-,-,1,Every day,being open (but critical) to new information and ideas.,Yes
140701156,197,11/05/2020 11:54,11/05/2020 11:55,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Eh3,1,-,-,-,3,Every day,Suffering,Yes
140704756,198,11/05/2020 12:05,11/05/2020 12:09,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,-,,-,2,-,2,Every day,"Learning about how the universe works.
Someone who practises or researches science.
Testing and observation to answer questions.",Yes
140708160,199,11/05/2020 12:14,11/05/2020 12:17,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,SO50,1,-,-,-,2,Once or twice a week,Discovery,Yes
140712716,200,11/05/2020 12:28,11/05/2020 12:29,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,UK,1,-,-,-,2,Every day,not giving up.,Yes
140713377,201,11/05/2020 12:29,11/05/2020 12:31,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,SG2,1,-,1,-,2,Once or twice a week,coolness,Yes
140719360,203,11/05/2020 12:50,11/05/2020 12:56,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,-,-,30,-,Every day,Being open minded and  Curious about the ways of the World,Yes
140728889,204,11/05/2020 13:21,11/05/2020 13:24,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,-,,-,-,4,-,Once or twice a week,development for a better future,Yes
140735118,207,11/05/2020 13:41,11/05/2020 13:42,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Pl3,1,-,1,-,2,Every day,Questioning the unknown.,Yes
140735545,208,11/05/2020 13:42,11/05/2020 13:44,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,-,-,-,-,Every day,-,Yes
140738700,209,11/05/2020 13:53,11/05/2020 13:54,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,uk,1,1,-,-,2,Once or twice a week,Investigating,Yes
140741740,210,11/05/2020 14:05,11/05/2020 14:06,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,-,-,24,-,Once or twice a week,knowledge,Yes
140743197,211,11/05/2020 14:10,11/05/2020 14:12,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,b73,1,-,-,-,1,Once or twice a week,understanding,Yes
140744368,212,11/05/2020 14:15,11/05/2020 14:17,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,LE10,1,-,-,-,2,Once or twice a week,understanding,Yes
140746670,213,11/05/2020 14:24,11/05/2020 14:40,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,GU16,1,-,-,2,2,Every day,Intelligence. Progress. Inquisitiveness. Eccentric.,Yes
140754913,214,11/05/2020 14:58,11/05/2020 15:01,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,UK,1,-,-,-,2,Every day,Fun,Yes
140759336,215,11/05/2020 15:18,11/05/2020 15:20,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,-,-,-,2,Every day,creation,Yes
140759587,216,11/05/2020 15:20,11/05/2020 15:22,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,-,1,1,-,Every day,"not being afraid to ask questions, experiment and communicate scientific thoughts and ideas",Yes
140759739,217,11/05/2020 15:20,11/05/2020 15:23,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,-,24,24,-,Once or twice a month,exploring  the world in which we live,Yes
140767412,218,11/05/2020 16:00,11/05/2020 16:01,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,ireland,,1,2,-,1,Once or twice a week,happy,Yes
140771763,219,11/05/2020 16:23,11/05/2020 16:25,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,BD13,1,-,1,1,3,Every day,Trying to understand how the natural environment works,Yes
140783366,220,11/05/2020 17:42,11/05/2020 17:44,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,USA,,-,-,30,-,Every day,questioning,Yes
140786234,221,11/05/2020 18:07,11/05/2020 18:08,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,CV1,1,-,-,-,5,Once or twice a week,questioning,Yes
140786959,222,11/05/2020 18:13,11/05/2020 18:14,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland`,,0,46,54,0,Once or twice a month,exploring,Yes
140789857,223,11/05/2020 18:38,11/05/2020 18:39,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,3,4,-,-,Every day,-,Yes
140798185,224,11/05/2020 19:43,11/05/2020 19:45,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Germany,,1,2,-,2,Every day,Exploring new ideas,Yes
140806463,226,11/05/2020 21:17,11/05/2020 21:19,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,USA,,-,-,-,2,Once or twice a year,exploration,Yes
140807801,227,11/05/2020 21:38,11/05/2020 21:40,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,USA,,-,2,0,2,Every day,Researching,Yes
140809582,228,11/05/2020 22:08,11/05/2020 22:10,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,-,-,48,-,Every day,exploration,Yes
140814793,229,12/05/2020 00:12,12/05/2020 00:14,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,usa,,-,-,-,5,Every day,A way to fulfill my life goal,Yes
140815872,230,12/05/2020 01:05,12/05/2020 01:06,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,-,2,-,2,Every day,fun!,Yes
140815850,231,12/05/2020 01:00,12/05/2020 01:07,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Australia,,-,-,-,4,Once or twice a week,"improving world outcomes of scientific, industrial and medical research.",Yes
140816283,232,12/05/2020 01:30,12/05/2020 01:36,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,USA,,0,0,0,6,Every day,Thinking about atoms - like a detective!,Yes
140818164,234,12/05/2020 04:52,12/05/2020 04:53,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Usa,,-,3,-,-,Once or twice a week,Cool,Yes
140818548,235,12/05/2020 05:43,12/05/2020 05:45,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Australia,,-,-,-,4,Once or twice a week,Discovery,Yes
140825664,236,12/05/2020 08:45,12/05/2020 08:48,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Germany,,2,-,-,5,Once or twice a month,Thinking,Yes
140832021,237,12/05/2020 09:52,12/05/2020 09:54,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,-,90,30,-,Once or twice a week,Exploring and challenging concepts until you better understand them.,Yes
140837305,238,12/05/2020 10:41,12/05/2020 10:43,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Germany,,-,-,-,4,Every day,Diligence,Yes
140839032,240,12/05/2020 10:58,12/05/2020 10:59,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,usa,,-,-,-,45,Every day,being always curious.,Yes
140842993,241,12/05/2020 11:36,12/05/2020 11:37,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,France,,-,-,1,3,Every day,"Creativity, thinking, discovery and understanding",Yes
140850965,242,12/05/2020 13:00,12/05/2020 13:02,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,B0P 1T5,1,-,2,1,-,Every day,"(12 year old) ...making cool chemistry stuff.
(14 year old) ...investigating things...research.",Yes
140855318,243,12/05/2020 13:45,12/05/2020 13:46,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Canada,,-,2,2,2,Every day,"being curious about the world, thinking critically, asking questions and answering them in a rigorous way.",Yes
140858033,244,12/05/2020 14:09,12/05/2020 14:11,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Australia,,-,-,-,3,Once or twice a week,Testing,Yes
140861047,245,12/05/2020 14:36,12/05/2020 14:38,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,UK,1,-,-,1,3,Every day,Understanding and solving problems,Yes
140916745,247,12/05/2020 18:32,12/05/2020 18:37,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,SN3,1,-,1,-,4,Once or twice a year,being at the forefront of human knowledge,Yes
140923838,248,12/05/2020 19:05,12/05/2020 19:10,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Uk,1,2,-,-,2,Once or twice a week,"Clever
Helping
Fun
Progress",Yes
140927664,249,12/05/2020 19:25,12/05/2020 19:28,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,CF38,1,-,2,-,2,Every day,innovating,Yes
140931696,250,12/05/2020 19:49,12/05/2020 19:50,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,ng9,1,-,-,-,4,Every day,"Being sad, poor and angry. Like all the time",Yes
140931612,251,12/05/2020 19:49,12/05/2020 19:50,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,"BL1, UK",1,-,-,-,5,Once or twice a week,Progress,Yes
140938071,252,12/05/2020 20:35,12/05/2020 20:38,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,-,,2,-,-,2,Every day,"curiosity
exploring ",Yes
140944120,253,12/05/2020 21:25,12/05/2020 21:27,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Canada,,1,1,-,3,Every day,thoughtful,Yes
140953255,254,12/05/2020 23:09,12/05/2020 23:10,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,England,1,2,-,-,2,Every day,Making potions!,Yes
140953276,255,12/05/2020 23:09,12/05/2020 23:11,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,B74,1,-,2,-,2,Every day,"Exploring, asking, being curious, problem solving",Yes
140953825,256,12/05/2020 23:19,12/05/2020 23:23,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,"UK, CR5",1,-,3,-,2,Once or twice a week,"Exploring
Finding
Trying
Failing
Succeeding",Yes
140954144,257,12/05/2020 23:25,12/05/2020 23:26,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Co4,1,2,-,-,-,Once or twice a week,Future breakthroughs,Yes
140955468,258,12/05/2020 23:54,12/05/2020 23:56,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,OX10,1,-,1,-,2,Every day,everything,Yes
140955866,259,13/05/2020 00:03,13/05/2020 00:05,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,PE2,1,-,-,1,2,Once or twice a week,discovery,Yes
140957990,260,13/05/2020 01:28,13/05/2020 01:30,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,B23,1,-,1,-,2,Every day,Awesome,Yes
140961051,261,13/05/2020 06:10,13/05/2020 06:12,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Wn7,1,-,2,-,2,Every day,Exploring.,Yes
140962909,262,13/05/2020 07:18,13/05/2020 07:19,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Sweden,,-,-,-,5,Every day,working like a donkey for peanuts in pay,Yes
140964317,264,13/05/2020 07:41,13/05/2020 07:43,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,OX11 7DR,1,-,-,-,2,Every day,creativity,Yes
140970152,265,13/05/2020 08:55,13/05/2020 08:56,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,BA1,1,-,3,-,2,Once or twice a month,Thinking creativity and critically,Yes
140970519,266,13/05/2020 08:58,13/05/2020 09:00,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Pe9,1,1,1,-,-,Once or twice a week,Experimentation,Yes
140973665,267,13/05/2020 09:27,13/05/2020 09:27,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,-,,-,-,-,-,-,-,-
140978101,268,13/05/2020 10:04,13/05/2020 10:07,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,KT3,1,2,-,-,3,Once or twice a month,Discovery,No
140979979,269,13/05/2020 10:20,13/05/2020 10:22,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,NG31,1,1,1,-,2,Every day,making lots of cool discoveries to help solve problems,Yes
140979775,270,13/05/2020 10:18,13/05/2020 10:26,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,BH25,1,2,-,-,4,Once or twice a week,"Knowledge, Concerned, Compassionate, Reshaping,",Yes
140988802,271,13/05/2020 11:30,13/05/2020 11:31,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,-,,-,-,-,-,-,-,-
140988946,273,13/05/2020 11:32,13/05/2020 11:34,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Canada,,-,1,1,4,Once or twice a week,truth,Yes
140990122,274,13/05/2020 11:41,13/05/2020 11:42,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,N21,1,-,-,-,2,Once or twice a week,curiosity,Yes
140991025,275,13/05/2020 11:47,13/05/2020 11:48,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,-,,-,-,-,-,-,-,-
140991720,276,13/05/2020 11:54,13/05/2020 11:55,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,OX1,1,1,-,-,2,Every day,making,Yes
140993399,277,13/05/2020 12:09,13/05/2020 12:11,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,UK,1,-,-,-,2,Never,innovating,Yes
140993828,278,13/05/2020 12:13,13/05/2020 12:14,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,OX15 5EP,1,-,-,4,1,Never,Saving the world,Yes
140993880,279,13/05/2020 12:13,13/05/2020 12:15,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,UK,1,1,-,-,2,Every day,INTERROGATION,Yes
140998145,280,13/05/2020 12:47,13/05/2020 12:49,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,italy,,-,-,30,30,Once or twice a week,being curious about the world around and inside of us,Yes
140998510,281,13/05/2020 12:50,13/05/2020 12:51,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,S75,1,-,-,-,2,Every day,pursuing the truth,Yes
141000640,283,13/05/2020 13:05,13/05/2020 13:06,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,B30,1,1,-,-,2,Every day,being me,Yes
141000865,284,13/05/2020 13:07,13/05/2020 13:09,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Bs48,1,-,2,-,2,Every day,Curiosity,Yes
141001038,285,13/05/2020 13:08,13/05/2020 13:09,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,cf72,1,5,5,5,5,Every day,excitment,Yes
141001013,286,13/05/2020 13:08,13/05/2020 13:10,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,SO21,1,-,54,-,-,Every day,thinking,Yes
141001449,287,13/05/2020 13:11,13/05/2020 13:12,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,CF72 9FZ,1,5,5,5,5,Every day,money?,Yes
141002703,288,13/05/2020 13:22,13/05/2020 13:29,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,canada,,0,2,0,2,Every day,innovation     helping     life,Yes
141002840,289,13/05/2020 13:22,13/05/2020 13:30,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Yo25,1,1,-,-,2,Every day,never stopping asking questions,Yes
141003966,290,13/05/2020 13:32,13/05/2020 13:33,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Nigeria,,-,-,-,2,Every day,changing the world!,Yes
141006928,291,13/05/2020 13:56,13/05/2020 13:57,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,PE19    United Kingdom,1,-,1,1,2,Every day,Discovery,Yes
141006925,292,13/05/2020 13:56,13/05/2020 13:58,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Portugal,,1,-,-,2,Every day,discovery,Yes
141007046,293,13/05/2020 13:57,13/05/2020 13:58,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,HU7,1,-,-,1,3,Every day,being a master of the universe!,Yes
141009937,294,13/05/2020 14:20,13/05/2020 14:21,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,NE1,1,-,-,-,-,-,-,-
141011189,295,13/05/2020 14:31,13/05/2020 14:34,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ca7,1,1,1,-,1,Once or twice a week,"Inventing, chemistry, learning",Yes
141009330,296,13/05/2020 14:15,13/05/2020 15:40,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,so23,1,0,0,0,2,Every day,questioning,Yes
141022915,297,13/05/2020 16:06,13/05/2020 16:07,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,BN21,1,30,-,-,-,Once or twice a week,challenge,Yes
141028209,298,13/05/2020 16:48,13/05/2020 16:49,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,N1,1,1,-,-,2,Every day,discovery,Yes
141029619,299,13/05/2020 17:01,13/05/2020 17:02,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,UK,1,-,1,-,1,Every day,Exploring,Yes
141029627,300,13/05/2020 17:01,13/05/2020 17:03,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,SM1,1,-,5,5,-,Every day,Understanding.,Yes
141029994,301,13/05/2020 17:04,13/05/2020 17:04,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,-,,-,-,-,-,-,-,-
141030237,302,13/05/2020 17:06,13/05/2020 17:08,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,SA73,1,-,1,1,2,Every day,innovation,Yes
141030491,303,13/05/2020 17:09,13/05/2020 17:10,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,CB9,1,-,1,-,2,Every day,fun,Yes
141030539,304,13/05/2020 17:09,13/05/2020 17:11,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,UK,1,-,-,-,4,Once or twice a week,Following my dreams.,Yes
141030582,305,13/05/2020 17:10,13/05/2020 17:11,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,EX6 8BN,1,-,2,-,2,Every day,"creating, inventing, making and solving problems.",Yes
141030762,306,13/05/2020 17:11,13/05/2020 17:13,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,da14 4jy,1,-,-,-,6,Once or twice a week,"being a normal human being like everyone else ,we are not weird.",Yes
141031707,308,13/05/2020 17:20,13/05/2020 17:24,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,LS7,1,-,-,-,-,Every day,curiosity,Yes
141032419,310,13/05/2020 17:27,13/05/2020 17:28,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,NN12 8NW,1,-,-,-,3,Once or twice a week,wondering,Yes
141032927,311,13/05/2020 17:31,13/05/2020 17:33,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,HP9,1,-,1,-,2,Once or twice a week,thinking a lot; gathering information,Yes
141032528,312,13/05/2020 17:28,13/05/2020 17:33,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,E1 7EB,1,-,-,-,3,Once or twice a week,"Discovering things that you didnt know were essential to know until you discovered them
Testing theories by finding the evidence that proves them correct
Being in a lab doing fun experiments
",Yes
141033585,313,13/05/2020 17:33,13/05/2020 17:35,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,WA1,1,30,30,-,-,Once or twice a week,Curiosity,Yes
141035688,314,13/05/2020 17:40,13/05/2020 17:42,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Nn5,1,1,1,-,-,Once or twice a week,Smart,Yes
141036791,315,13/05/2020 17:46,13/05/2020 17:46,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,MK41,1,1,1,-,3,Once or twice a week,-,Yes
141036956,316,13/05/2020 17:46,13/05/2020 17:50,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,SL8,1,1,1,-,4,Every day,excitement,Yes
