UserID,UserNo,Started,Ended,Q1,Q2,UK,Q3.1. 0 - 7 years old,Q3.2. 8 - 14 years old,Q3.3. 15 - 19 years old,Q3.4. 20 +,Q4,Q5,Q6
141037795,317,13/05/2020 17:51,13/05/2020 17:53,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,N8,1,1,1,-,2,Once or twice a month,Finding out about useful and interesting stuff,Yes
141038119,318,13/05/2020 17:52,13/05/2020 17:56,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,"CV7,",1,-,1,-,3,Every day,Discovering,Yes
141040057,319,13/05/2020 18:06,13/05/2020 18:07,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,SW1P,1,-,2,-,2,Once or twice a week,Exploring,Yes
141040866,321,13/05/2020 18:12,13/05/2020 18:13,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,CO1,1,-,-,1,2,Once or twice a week,Innovation,Yes
141041304,322,13/05/2020 18:15,13/05/2020 18:18,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,PO16,1,-,-,-,3,Once or twice a week,"Being able to make improvements to both our lives and lives of others, especially in the area of medecin",Yes
141041664,323,13/05/2020 18:18,13/05/2020 18:21,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,BN6 9,1,1,1,-,2,Every day,happiness,Yes
141042018,324,13/05/2020 18:21,13/05/2020 18:22,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,CB6 3DB,1,-,1,-,2,Once or twice a week,Fun!,Yes
141042107,325,13/05/2020 18:01,13/05/2020 18:22,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,NG13,1,-,-,-,2,Every day,Exploration,Yes
141042191,327,13/05/2020 18:22,13/05/2020 18:24,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,NW11,1,-,2,0,1,Every day,always solving puzzles!,Yes
141042921,328,13/05/2020 18:29,13/05/2020 18:30,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,USA,,-,2,-,2,Every day,curious,Yes
141042919,329,13/05/2020 18:28,13/05/2020 18:32,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,TW11,1,-,1,-,2,Every day,"Truth
Exploration
Fun",Yes
141045500,330,13/05/2020 18:54,13/05/2020 18:58,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,DA14,1,-,-,-,2,Every day,"curiosity 
resilience ",Yes
141046932,331,13/05/2020 19:07,13/05/2020 19:08,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,UK,1,-,2,-,2,Once or twice a week,innovative,Yes
141048035,332,13/05/2020 19:16,13/05/2020 19:17,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,France,,1,2,-,2,Once or twice a week,"Inventing, researching",Yes
141048214,333,13/05/2020 19:18,13/05/2020 19:19,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,NW7,1,-,2,-,2,Once or twice a week,"finding cures, inventing things, chemistry",Yes
141048436,334,13/05/2020 19:20,13/05/2020 19:20,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,HA7,1,-,2,1,2,Once or twice a month,"chemicals, medicine, experiments",Yes
141048257,335,13/05/2020 19:18,13/05/2020 19:22,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,W5,1,-,1,2,2,Every day,asking questions and wanting to learn and understand and develop old and new ideas,Yes
141048559,336,13/05/2020 19:21,13/05/2020 19:23,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Italy,,-,-,5,-,Once or twice a week,curiosity,Yes
141049660,339,13/05/2020 19:31,13/05/2020 19:33,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,WV6 8AJ,1,-,-,-,5,Once or twice a week,developing things that improve our lives and our planet,Yes
141049814,340,13/05/2020 19:32,13/05/2020 19:34,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ox17,1,2,0,0,2,Every day,"Experiments (6 year old), goggles (3 year old), discovery (34 year old), innovation (33 year old)",Yes
141049984,341,13/05/2020 19:34,13/05/2020 19:36,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ox17,1,2,-,-,2,Once or twice a week,Experimenting,Yes
141050425,342,13/05/2020 19:38,13/05/2020 19:39,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,UK,1,-,1,-,2,Once or twice a week,-,Yes
141050500,343,13/05/2020 19:39,13/05/2020 19:42,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,CV22,1,-,1,-,2,Every day,"FUN
DISCOVERING",Yes
141052208,344,13/05/2020 19:56,13/05/2020 19:57,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,USA,,-,-,-,2,Every day,thinking,Yes
141052760,345,13/05/2020 20:03,13/05/2020 20:05,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Canada,,1,-,-,2,Once or twice a week,curiosity,Yes
141055348,346,13/05/2020 20:34,13/05/2020 20:36,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,SE16,1,-,1,-,2,Once or twice a month,exploring,Yes
141055689,347,13/05/2020 20:38,13/05/2020 20:44,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,N11,1,-,2,-,2,Once or twice a week,"Discovery, standing tall, no day is the same and joy",Yes
141057771,348,13/05/2020 21:07,13/05/2020 21:08,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,GU7,1,-,-,4,-,Once or twice a month,Logic,No
141057999,349,13/05/2020 21:09,13/05/2020 21:12,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,SP5 3LZ,1,-,15,-,-,Every day,-,Yes
141059165,350,13/05/2020 21:25,13/05/2020 21:26,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Usa,,-,2,-,-,Every day,"Hope
Discovery ",Yes
141059221,351,13/05/2020 21:26,13/05/2020 21:27,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,SW19,1,-,-,-,3,Once or twice a month,Being amazed forever,Yes
141061234,353,13/05/2020 22:02,13/05/2020 22:05,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,N4,1,2,1,-,2,Once or twice a week,Being curious,Yes
141062653,354,13/05/2020 22:27,13/05/2020 22:29,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,KT3,1,-,-,-,2,Once or twice a month,enrichment,Yes
141063886,355,13/05/2020 22:49,13/05/2020 22:52,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,UK,1,1,-,-,2,Every day,keeping an open mind,Yes
141064364,356,13/05/2020 22:59,13/05/2020 23:00,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,EH6,1,2,-,-,2,Once or twice a week,Questioning,Yes
141064937,357,13/05/2020 23:14,13/05/2020 23:15,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,UK,1,-,2,-,2,Every day,-,Yes
141065341,358,13/05/2020 23:25,13/05/2020 23:28,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,KT18,1,-,2,-,2,Every day,"Curiosity.
Experiments.
",Yes
141066902,359,14/05/2020 00:19,14/05/2020 00:21,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,SM5,1,2,-,-,-,Once or twice a week,"exploring, inventing",Yes
141067577,360,14/05/2020 00:54,14/05/2020 00:57,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,EH8 8ED,1,2,1,-,5,Once or twice a week,"being open to new ideas, and prepared to test their validity (by observation/experiment",Yes
141067898,361,14/05/2020 01:15,14/05/2020 01:17,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,PE11 1PW,1,2,-,-,2,Every day,experiment,Yes
141068033,362,14/05/2020 01:25,14/05/2020 01:29,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,India,,1,-,-,2,Every day,Boom to nation,Yes
141068270,363,14/05/2020 01:45,14/05/2020 01:46,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Australia,,-,1,-,2,Every day,-,Yes
141069094,364,14/05/2020 03:17,14/05/2020 03:22,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Mexico  ,,-,-,-,4,Every day,trust,Yes
141069137,365,14/05/2020 03:22,14/05/2020 03:23,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Mexico  ,,-,-,-,4,Once or twice a week,trust,Yes
141069617,366,14/05/2020 04:29,14/05/2020 04:31,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,usa,,-,-,-,33,Once or twice a month,ผู้รอบรู้,Yes
141071110,367,14/05/2020 06:54,14/05/2020 06:56,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Philippines,,30,30,30,0,Every day,being able to contribute to the needs of the world,Yes
141071363,368,14/05/2020 07:04,14/05/2020 07:05,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Sw8,1,-,-,-,-,Once or twice a week,Knowledge,Yes
141071608,369,14/05/2020 07:12,14/05/2020 07:13,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Sw8,1,-,-,-,-,Every day,-,Yes
141071335,371,14/05/2020 07:03,14/05/2020 07:54,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,uk,1,1,1,-,-,Once or twice a week,"Discovering something new 
Solve world problems 
Understand nature",Yes
141076472,372,14/05/2020 08:34,14/05/2020 08:35,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,SW6,1,1,-,-,2,Every day,being curious,Yes
141077861,374,14/05/2020 08:50,14/05/2020 08:52,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,CM6 2AA,1,-,1,-,2,Every day,figuring out how things work/live/happen,Yes
141082572,375,14/05/2020 09:30,14/05/2020 09:31,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,BA1,1,-,-,2,2,Every day,innovation,Yes
141086446,376,14/05/2020 10:01,14/05/2020 10:02,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,TF10,1,-,240,240,-,Every day,excitement,Yes
141089950,377,14/05/2020 10:28,14/05/2020 10:35,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,UK,1,1,1,-,2,Once or twice a week,"Experimenting
Creating
Investigating
Chemistry
",Yes
141096034,378,14/05/2020 11:15,14/05/2020 11:16,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,OX7,1,-,-,-,1,Once or twice a week,"Learning more about the world around us and making sense of everything that makes us, us!",Yes
141097382,379,14/05/2020 11:22,14/05/2020 11:23,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,-,,-,-,-,-,-,-,-
141100396,380,14/05/2020 11:38,14/05/2020 11:40,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Spain,,-,-,2,-,Once or twice a month,indagar,Yes
141102333,382,14/05/2020 11:50,14/05/2020 11:52,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,B90,1,-,2,-,-,Once or twice a week,experimenting to learn new things (from our 12yo),Yes
141118776,383,14/05/2020 14:08,14/05/2020 14:15,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,-,5,-,-,Every day,Having fun!,Yes
141121004,384,14/05/2020 14:26,14/05/2020 14:30,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,-,,-,2,1,3,Once or twice a month,Fascinating,Yes
141121663,385,14/05/2020 14:31,14/05/2020 14:32,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,cv21,1,-,-,-,2,Every day,fun,Yes
141121927,386,14/05/2020 14:33,14/05/2020 14:33,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,-,,-,-,-,-,-,-,-
141136445,388,14/05/2020 16:31,14/05/2020 16:31,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,-,,-,-,-,-,-,-,-
141125663,390,14/05/2020 15:03,14/05/2020 17:00,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,PE8,1,-,1,-,2,Every day,intriguing,Yes
141141357,391,14/05/2020 17:17,14/05/2020 17:22,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ireland,,1,-,-,2,Once or twice a week,Discovering,Yes
141142609,392,14/05/2020 17:29,14/05/2020 17:31,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,AL8,1,-,1,-,2,Every day,always searching for answers.,Yes
141143523,393,14/05/2020 17:39,14/05/2020 17:42,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,OX12,1,-,-,2,2,Every day,curiosity,Yes
141149412,395,14/05/2020 19:01,14/05/2020 19:05,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,EX4,1,-,1,-,5,Every day,interest,Yes
141153427,396,14/05/2020 20:06,14/05/2020 20:07,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,BH25,1,2,-,-,4,Once or twice a week,-,Yes
141159241,397,14/05/2020 21:58,14/05/2020 22:00,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,RG30 6XS,1,-,-,-,7,Every day,"A curiosity about the world, and a willingness to push the ""Do NOT Push"" button twice to see if the same thing happens...",Yes
141161242,398,14/05/2020 22:39,14/05/2020 22:41,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,usa,,-,-,70,-,Every day,curious,Yes
141161866,399,14/05/2020 22:54,14/05/2020 22:58,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,E18,1,-,-,-,2,Every day,"Involvement
Innovation",Yes
141164493,400,15/05/2020 00:48,15/05/2020 00:48,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Australia,,2,-,-,-,Every day,exploring the unknown!,Yes
141166964,401,15/05/2020 06:28,15/05/2020 06:29,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Germany,,-,-,-,6,Every day,life,Yes
141167100,402,15/05/2020 06:37,15/05/2020 06:40,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Denmark,,2,-,-,10,Every day,curiosity,Yes
141170944,403,15/05/2020 08:27,15/05/2020 08:29,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,OX3,1,-,-,-,4,Every day,Fulfillment,Yes
141176117,404,15/05/2020 09:26,15/05/2020 09:28,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Le8 England,1,-,60,-,-,Once or twice a week,curiosity,Yes
141178680,405,15/05/2020 09:52,15/05/2020 09:53,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,uk,,-,-,2,2,Once or twice a year,-,Yes
141180852,408,15/05/2020 10:13,15/05/2020 10:35,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,SE5 8HN,1,-,2,-,2,Once or twice a week,-,Yes
141182991,409,15/05/2020 10:36,15/05/2020 10:36,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,-,,-,-,-,-,-,-,-
141183002,410,15/05/2020 10:36,15/05/2020 10:37,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,CW1,1,-,1,1,2,Once or twice a week,"exploration, career, experiments, fun",Yes
141183241,411,15/05/2020 10:39,15/05/2020 10:40,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,UK,1,-,2,-,-,Every day,"job, clever, university,",Yes
141187424,412,15/05/2020 11:24,15/05/2020 11:25,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Ox3,1,-,5,5,-,Every day,Everything,Yes
141190463,413,15/05/2020 11:54,15/05/2020 11:57,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,New Zealand,,-,1,2,2,Once or twice a week,Exploring,Yes
141195713,414,15/05/2020 12:46,15/05/2020 12:48,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,ireland,,-,48,-,-,Once or twice a week,discovering and finding out about the universe,Yes
141196622,415,15/05/2020 12:55,15/05/2020 12:56,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,uk,1,-,-,1,2,Once or twice a week,-,-
141199161,416,15/05/2020 13:24,15/05/2020 13:25,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,SS7,1,-,-,-,2,Every day,discovery,Yes
141200501,417,15/05/2020 13:39,15/05/2020 13:40,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,-,,-,-,-,-,-,-,-
141204509,419,15/05/2020 14:23,15/05/2020 14:25,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,ST9,1,-,450,300,-,Once or twice a week,-,Yes
141207241,420,15/05/2020 14:53,15/05/2020 14:54,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,SE5 8HN,1,-,2,-,2,Once or twice a week,-,Yes
141210214,422,15/05/2020 15:29,15/05/2020 15:30,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,RG4 7JQ,1,-,-,-,2,Every day,learning how to learn.,Yes
141211014,423,15/05/2020 15:38,15/05/2020 15:39,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Rg31,1,2,-,-,-,Once or twice a week,Investigating,Yes
141214121,424,15/05/2020 16:12,15/05/2020 16:15,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Bn17,1,1,-,-,2,Once or twice a week,-,Yes
141214325,425,15/05/2020 16:15,15/05/2020 16:16,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,-,,1,-,-,2,Once or twice a week,-,Yes
141215082,426,15/05/2020 16:25,15/05/2020 16:27,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,RG6,1,1,-,-,2,Once or twice a week,Discovery,Yes
141215323,427,15/05/2020 16:28,15/05/2020 16:30,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Rg7 5bz,1,2,-,-,2,Once or twice a week,Understanding,Yes
141222322,428,15/05/2020 18:02,15/05/2020 18:03,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Nn4,1,2,-,-,2,Every day,Discovering,Yes
141222459,429,15/05/2020 18:04,15/05/2020 18:05,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,-,,-,1,1,-,Once or twice a week,-,Yes
141228038,432,15/05/2020 20:10,15/05/2020 20:11,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Rg31,1,1,1,-,2,Once or twice a month,-,Yes
141228515,433,15/05/2020 20:24,15/05/2020 20:25,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Wf3,1,-,1,-,5,Every day,Curious,Yes
141233249,434,15/05/2020 23:04,15/05/2020 23:06,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,B3 1SJ,1,-,250,250,-,Once or twice a week,-,Yes
141235218,435,16/05/2020 01:33,16/05/2020 01:34,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,usa,,1,2,-,2,Once or twice a month,"I’m smart 
I can do cool stuff
I use a microscope",Yes
141235222,436,16/05/2020 01:33,16/05/2020 01:35,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,usa,,1,-,-,2,Once or twice a week,Helping others,Yes
141235323,437,16/05/2020 01:47,16/05/2020 01:48,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,USA,,1,1,-,2,Every day,observing and testing ideas,Yes
141235479,438,16/05/2020 02:13,16/05/2020 02:15,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Australia,,2,-,-,2,Every day,Fun. Explore. Create. Discover,Yes
141235494,439,16/05/2020 02:16,16/05/2020 02:18,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,USA,,1,-,-,1,Every day,excitement!,Yes
141236209,440,16/05/2020 03:29,16/05/2020 03:32,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,usa,,1,-,-,-,Once or twice a week,Discovering new things by using hypothesis. Tristan 7year old,Yes
141236285,441,16/05/2020 03:36,16/05/2020 03:36,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,-,,-,-,-,-,-,-,-
141236566,442,16/05/2020 04:01,16/05/2020 04:03,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Mauritius,,-,2,-,-,Once or twice a week,Helping the world.,Yes
141236758,443,16/05/2020 04:18,16/05/2020 04:20,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Myanmar,,2,-,-,2,Once or twice a month,-,Yes
141237415,444,16/05/2020 05:15,16/05/2020 05:17,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,India,,1,-,-,-,Once or twice a week,-,Yes
141237684,446,16/05/2020 05:34,16/05/2020 05:35,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Singapore,,1,-,-,2,Every day,inquiring,Yes
141238129,447,16/05/2020 05:59,16/05/2020 06:01,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Singapore,,1,-,-,-,Every day,Being curious about one's passion.,Yes
141241563,448,16/05/2020 07:28,16/05/2020 07:32,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Sm5,1,-,-,1,-,Once or twice a week,Power,Yes
141242704,449,16/05/2020 07:46,16/05/2020 07:48,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,USA,,-,-,2,2,Once or twice a week,knowledge,Yes
141260164,450,16/05/2020 12:23,16/05/2020 12:24,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,CF15,1,-,120,-,-,Every day,being curious and open minded,Yes
141266237,451,16/05/2020 14:45,16/05/2020 14:47,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,USA,,-,1,-,2,Once or twice a week,Exploring how the world around us works,Yes
141268756,452,16/05/2020 15:17,16/05/2020 15:20,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,usa,,1,2,1,2,Once or twice a week,Discovering,Yes
141270334,453,16/05/2020 15:29,16/05/2020 15:32,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Canada,,-,10,-,-,Once or twice a week,Thinking,Yes
141272182,454,16/05/2020 15:48,16/05/2020 15:49,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,ex5,1,-,-,-,2,Once or twice a week,enquiring,Yes
141273910,455,16/05/2020 16:08,16/05/2020 16:11,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,usa,,2,-,-,-,Once or twice a week,Discovery.,Yes
141286184,456,16/05/2020 20:00,16/05/2020 20:01,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Usa,,1,2,-,2,Every day,Exploring,Yes
141287962,457,16/05/2020 20:46,16/05/2020 20:48,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,USA,,-,-,3,2,Every day,contributing to society in a meaningful way.,Yes
141288610,458,16/05/2020 21:05,16/05/2020 21:07,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Mexico,,-,2,-,5,Every day,Being curious,Yes
141289272,459,16/05/2020 21:22,16/05/2020 21:24,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Rg189qp,1,-,1,-,2,Every day,"Intelligence, creative, natural curiosity",Yes
141297010,461,17/05/2020 02:20,17/05/2020 02:23,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,México,,-,-,-,2,Every day,curious,Yes
141297854,462,17/05/2020 03:22,17/05/2020 03:24,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Brazil,,-,-,1,3,Every day,Success,Yes
141298483,463,17/05/2020 01:32,17/05/2020 04:02,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,usa,,1,1,1,1,Every day,-,-
141299645,464,17/05/2020 05:30,17/05/2020 05:31,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,usa,,3,-,-,3,Every day,asking questions and testing hypothesis,Yes
141300391,465,17/05/2020 06:18,17/05/2020 06:21,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Colombia,,-,-,-,1,Once or twice a week,of love,Yes
141306042,466,17/05/2020 09:05,17/05/2020 09:07,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,KT6,1,0,0,20,6,Every day,modelling.,Yes
141310012,467,17/05/2020 10:10,17/05/2020 10:13,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Norway,,-,-,-,3,Once or twice a week,Curiosity,Yes
141311434,468,17/05/2020 10:28,17/05/2020 10:30,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,B91,1,1,-,-,3,Once or twice a week,curious,Yes
141314116,469,17/05/2020 11:02,17/05/2020 11:04,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,KT11,1,-,-,-,2,Once or twice a week,fascination,Yes
141318151,470,17/05/2020 11:59,17/05/2020 12:00,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,E18,1,-,1,1,2,Once or twice a week,exploring,Yes
141326411,472,17/05/2020 13:55,17/05/2020 14:05,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,-,,-,130,-,-,Once or twice a month,Innovation,Yes
141327112,473,17/05/2020 14:05,17/05/2020 14:08,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,OX14,1,-,-,-,1,Once or twice a week,making a better world,Yes
141327525,474,17/05/2020 14:11,17/05/2020 14:12,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,CB3,1,-,1,2,1,Once or twice a week,-,Yes
141332445,475,17/05/2020 15:23,17/05/2020 15:25,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Canada,,-,-,2,3,Once or twice a week,The world is a better place.,Yes
141332489,476,17/05/2020 15:23,17/05/2020 15:26,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,UK,1,1,-,-,2,Every day,advancing humanity,Yes
141358182,477,17/05/2020 18:46,17/05/2020 18:48,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,usa,,2,-,-,2,Every day,experimenting,Yes
141361221,478,17/05/2020 19:08,17/05/2020 19:27,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Lithuania,,-,-,-,4,Every day,fun,Yes
141366314,479,17/05/2020 19:39,17/05/2020 19:41,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,Switzerland,,-,-,-,4,Every day,coffee,Yes
141369273,480,17/05/2020 19:55,17/05/2020 20:00,I have read the above and understand how my personal data and the data that I provide will be used and processed by Diamond and STFC.,uk,1,-,-,1,3,Every day,Knowledge,Yes
